ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Spending,Total_Purchases,Children,Customer_Tenure_Days,R_Value,F_Value,M_Value,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Customer_Segment,Education_Level,Family_Size,Has_Children,Avg_Order_Value,Purchase_Frequency_Rate,Wine_Ratio,Meat_Ratio,Product_Diversity,Premium_Product_Ratio,Web_Purchase_Ratio,Store_Purchase_Ratio,Campaign_Acceptance_Rate,Has_Complained,Engagement_Score,CLV_Estimate,Customer_Value_Score,Is_High_Spender,Is_Active,Is_Campaign_Responder,Is_Web_Shopper,Is_Deal_Seeker,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,Final_ML_Cluster,PCA1,PCA2,PCA1_3D,PCA2_3D,PCA3_3D,PCA_Opt_1
4887,1976,PhD,Divorced,55412.0,1,1,2013-11-22,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,3,11,0,48,63,6,2,219,65,6,63,2,1,2,212,5,About to Sleep,5,3,1,9.0,0.0272727272727272,0.15625,0.4375,6,0.765625,0.2857142857142857,0.4285714285714285,0.0,0,7.0,54.0,16.666666666666664,0,1,0,0,0,1,0,0,0,3738.663696100077,-1247.3046513985137,3738.663696100077,-1247.3046513985137,124.20542891789057,3738.6636961000477
8560,1992,Graduation,Single,48789.0,0,0,2012-09-10,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,3,11,0,32,680,18,0,657,94,18,680,1,4,4,144,9,At Risk,3,1,0,35.78947368421053,0.0273556231003039,0.5154185022026432,0.2290748898678414,6,0.7547723935389133,0.3157894736842105,0.3684210526315789,0.0,0,19.2,1159.578947368421,50.0,0,0,0,0,0,0,0,-1,0,-2811.3322485109893,549.9007553620705,-2811.3322485109893,549.9007553620705,309.85721230895047,-2811.3322485110257
3321,1967,PhD,Together,56575.0,0,2,2013-05-05,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,3,11,0,57,542,20,2,420,42,20,542,3,4,3,343,10,Loyal Customers,5,4,1,25.80952380952381,0.0475059382422802,0.7753222836095764,0.1657458563535911,5,0.9410681399631676,0.3333333333333333,0.3333333333333333,0.0,0,21.0,593.972602739726,58.333333333333336,0,1,0,0,0,1,0,0,0,4943.971157447952,-354.5824043623154,4943.971157447952,-354.5824043623154,71.42264616009913,4943.971157447922
11003,1980,2n Cycle,Together,25130.0,1,0,2013-10-02,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,3,11,0,44,50,7,1,270,10,7,50,5,1,1,511,7,New Customers,2,3,1,6.25,0.025830258302583,0.0392156862745098,0.1372549019607843,5,0.1764705882352941,0.25,0.375,0.0,0,8.4,43.75,33.33333333333333,0,1,0,0,0,1,0,0,0,-26511.951215164314,112.26679487802198,-26511.951215164314,112.26679487802198,-102.26986768546902,-26511.95121516434
10402,1967,Graduation,Married,35441.0,1,1,2013-02-14,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,57,39,6,2,500,94,6,39,1,1,1,111,3,Hibernating,3,4,1,5.571428571428571,0.0119760479041916,0.625,0.225,6,0.9,0.1428571428571428,0.4285714285714285,0.0,0,7.6,45.79256360078278,0.0,0,0,0,0,0,1,0,1,0,-16212.328479015596,-330.1528297070581,-16212.328479015596,-330.1528297070581,153.79398140237765,-16212.32847901561
9904,1956,Graduation,Married,71391.0,0,1,2013-03-29,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,3,11,0,68,1043,28,1,457,50,28,1043,3,5,4,354,12,Loyal Customers,3,3,1,35.96551724137931,0.0611353711790393,0.3218390804597701,0.2624521072796935,6,0.6283524904214559,0.2068965517241379,0.4137931034482758,0.0,0,28.6,1260.8623523854512,75.0,0,1,0,0,0,0,0,0,0,19787.691816405903,-89.74769374511902,19787.691816405903,-89.74769374511902,129.91930477623941,19787.691816405903
6141,1972,Master,Single,49494.0,1,0,2013-04-25,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,3,11,0,52,385,14,1,430,46,14,385,3,3,3,333,9,Need Attention,4,2,1,25.666666666666668,0.0324825986078886,0.4948186528497409,0.2512953367875647,5,0.7461139896373057,0.4,0.3333333333333333,0.0,0,15.4,423.32420091324207,50.0,0,1,0,0,0,1,0,0,0,-2144.391318849739,-345.891439159245,-2144.391318849739,-345.891439159245,95.34123897915185,-2144.3913188497463
5687,1980,Graduation,Divorced,81702.0,0,0,2012-09-23,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,3,11,0,44,1633,27,0,644,98,27,1633,1,5,5,155,11,Cannot Lose Them,3,1,0,58.32142857142857,0.041860465116279,0.3445532435740514,0.4736842105263157,6,0.8353733170134638,0.25,0.4285714285714285,0.0,0,27.6,2778.33698630137,66.66666666666666,1,0,0,0,0,0,1,3,1,30164.935122034483,1190.4545906309363,30164.935122034483,1190.4545906309363,452.28802944367123,30164.93512203444
10856,1980,2n Cycle,Single,45889.0,0,1,2013-07-02,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,3,11,0,44,46,5,1,362,42,5,46,3,1,1,311,5,Promising,2,2,1,7.666666666666667,0.0137741046831955,0.6595744680851063,0.1276595744680851,4,0.7872340425531915,0.1666666666666666,0.5,0.0,0,6.2,38.333333333333336,16.666666666666664,0,1,0,0,0,1,0,0,0,-5775.332196343588,-820.6537951634377,-5775.332196343588,-820.6537951634377,143.2816220045096,-5775.33219634361
5121,1977,Graduation,Single,56628.0,0,1,2014-03-21,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,3,11,0,47,761,20,1,100,30,20,761,4,4,4,444,12,Champions,3,2,1,36.23809523809524,0.198019801980198,0.6286089238845144,0.1076115485564304,6,0.7454068241469817,0.3333333333333333,0.238095238095238,0.1666666666666666,0,23.0,724.7619047619048,75.0,0,1,1,0,0,0,0,0,0,5012.001391605336,-92.53121022732716,5012.001391605336,-92.53121022732716,-262.79478145829887,5012.001391605307
4186,1950,Graduation,Together,34026.0,1,1,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0,74,76,9,2,328,11,9,76,5,2,2,522,9,Potential Loyalists,3,4,1,7.6,0.0273556231003039,0.2337662337662337,0.1948051948051948,6,0.5844155844155844,0.2,0.3,0.0,0,10.0,68.39999999999999,50.0,0,1,0,0,0,1,0,0,0,-17623.300669232514,-238.63818258158904,-17623.300669232514,-238.63818258158904,4.759159850332651,-17623.30066923252
368,1974,Graduation,Married,40049.0,0,1,2012-11-29,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,3,11,0,50,290,14,1,577,61,14,290,2,3,3,233,8,Need Attention,3,3,1,19.33333333333333,0.0242214532871972,0.3127147766323024,0.1786941580756013,6,0.5257731958762887,0.2,0.4,0.0,0,15.0,427.8757990867579,41.66666666666667,0,1,0,0,0,1,0,0,0,-11585.175373154074,-9.31907383031671,-11585.175373154074,-9.31907383031671,208.4538422143488,-11585.175373154081
3312,1988,Graduation,Single,34176.0,1,0,2014-05-12,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,3,11,0,36,89,11,1,48,12,11,89,5,2,2,522,9,Potential Loyalists,3,2,1,7.416666666666667,0.2244897959183673,0.0555555555555555,0.2666666666666666,6,0.5333333333333333,0.25,0.3333333333333333,0.0,0,12.2,81.58333333333334,50.0,0,1,0,0,1,1,0,2,0,-17472.475851962023,-262.0833519277985,-17472.475851962023,-262.0833519277985,-190.1262895862709,-17472.475851962045
11121,1981,Graduation,Married,19419.0,1,0,2012-11-10,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,3,11,0,43,70,11,1,596,76,11,70,2,2,2,222,6,Need Attention,3,3,1,5.833333333333333,0.0184254606365159,0.028169014084507,0.3943661971830985,6,0.647887323943662,0.3333333333333333,0.25,0.0,0,12.8,104.77625570776254,25.0,0,1,0,0,1,1,0,2,0,-32214.054535628937,478.13948070881975,-32214.054535628937,478.13948070881975,79.15516681500253,-32214.054535628937
5332,1960,2n Cycle,Married,82504.0,0,0,2013-07-27,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,3,11,0,64,1066,17,0,337,2,17,1066,5,3,4,534,12,Potential Loyalists,2,2,0,59.22222222222222,0.0502958579881656,0.3392689784442362,0.4039362699156513,6,0.8687910028116214,0.1666666666666666,0.3888888888888889,0.0,0,17.2,1006.7777777777776,75.0,1,1,0,0,0,0,1,0,1,30884.049036206503,-744.3257072122249,30884.049036206503,-744.3257072122249,-13.081914806992813,30884.049036206474
5848,1970,Graduation,Together,81205.0,0,0,2014-01-13,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,3,11,1,54,2009,19,0,167,43,19,2009,3,4,5,345,12,Loyal Customers,3,2,0,100.45,0.1130952380952381,0.3601990049751243,0.4621890547263682,6,0.8706467661691543,0.25,0.35,0.6666666666666666,0,27.4,1908.55,75.0,1,1,1,0,0,0,1,0,1,29665.202742153124,933.2163561921911,29665.202742153124,933.2163561921911,-596.1331247956258,29665.20274215311
10343,1991,2n Cycle,Single,61618.0,0,0,2012-09-29,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,3,11,0,33,1345,19,0,638,27,19,1345,4,4,5,445,13,Champions,2,1,0,67.25,0.0297339593114241,0.4494799405646359,0.2964338781575037,5,0.7459138187221397,0.15,0.4,0.0,0,19.6,2233.43698630137,83.33333333333334,1,1,0,0,0,0,1,0,1,10071.113430709724,1418.4626249639646,10071.113430709724,1418.4626249639646,299.95206999368975,10071.113430709665
5935,1956,Master,Single,55284.0,0,1,2012-12-24,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,3,11,0,68,764,23,1,552,60,23,764,2,5,4,254,11,Cannot Lose Them,4,2,1,31.83333333333333,0.0415913200723327,0.7150326797385621,0.1830065359477124,5,0.8980392156862745,0.2916666666666667,0.3333333333333333,0.0,0,24.0,1107.276712328767,66.66666666666666,0,1,0,0,0,0,0,0,0,3681.3920322375197,322.0887935450065,3681.3920322375197,322.0887935450065,179.80863978528032,3681.3920322374834
2895,1963,Graduation,Single,49980.0,0,1,2013-10-23,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,3,11,0,61,195,11,1,249,79,11,195,2,2,2,222,6,Need Attention,3,2,1,16.25,0.044,0.5306122448979592,0.2755102040816326,6,0.8724489795918368,0.25,0.4166666666666667,0.0,0,12.0,178.75,25.0,0,1,0,0,0,1,0,0,0,-1676.3169985758432,-763.2793307888417,-1676.3169985758432,-763.2793307888417,31.889873630447823,-1676.316998575836
10262,1980,Graduation,Married,15072.0,2,0,2013-05-10,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,3,11,0,44,53,11,2,415,96,11,53,1,2,1,121,4,Hibernating,3,4,1,4.416666666666667,0.0264423076923076,0.1481481481481481,0.2777777777777778,5,0.4259259259259259,0.25,0.25,0.0,0,12.0,55.238584474885855,8.333333333333332,0,0,0,0,1,1,0,4,0,-36558.61153027377,601.3186932662587,-36558.61153027377,601.3186932662587,-91.85121071953557,-36558.61153027378
7848,1974,Graduation,Single,49166.0,0,1,2013-06-13,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,3,11,0,50,368,13,1,381,17,13,368,5,3,3,533,11,Potential Loyalists,3,2,1,26.285714285714285,0.0340314136125654,0.6070460704607046,0.067750677506775,5,0.6937669376693767,0.3571428571428571,0.2142857142857142,0.0,0,14.2,356.693542074364,66.66666666666666,0,1,0,0,0,1,0,0,0,-2474.8233639608006,-400.876442325384,-2474.8233639608006,-400.876442325384,48.68747258338203,-2474.8233639608297
9477,1954,PhD,Married,65324.0,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,3,11,0,70,544,20,1,169,0,20,544,5,4,3,543,12,Loyal Customers,5,3,1,25.904761904761905,0.1176470588235294,0.7045871559633028,0.1871559633027523,5,0.9302752293577982,0.2857142857142857,0.4285714285714285,0.0,0,20.8,518.0952380952381,75.0,0,1,0,0,0,0,0,0,0,13681.285759238446,-843.3509966433,13681.285759238446,-843.3509966433,-53.582318006505034,13681.285759238395
4856,1957,2n Cycle,Married,82347.0,0,0,2012-11-06,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,3,11,0,67,1853,25,0,600,38,25,1853,4,5,5,455,14,Champions,2,2,0,71.26923076923077,0.0415973377703826,0.2998921251348436,0.4557713052858684,6,0.8646170442286947,0.2692307692307692,0.3846153846153846,0.3333333333333333,0,29.6,2928.872497365648,91.66666666666666,1,1,1,0,0,0,1,0,1,30824.75726178504,1470.1863511148103,30824.75726178504,1470.1863511148103,315.9816005940594,30824.757261785053
7186,1966,PhD,Together,30843.0,1,1,2014-05-26,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,3,11,0,58,35,6,2,34,43,6,35,3,1,1,311,5,Promising,5,4,1,5.0,0.1714285714285714,0.6666666666666666,0.0555555555555555,3,0.7222222222222222,0.1428571428571428,0.2857142857142857,0.1666666666666666,0,9.0,30.0,16.666666666666664,0,1,1,0,0,1,0,0,0,-20805.961931110443,-197.16457073758966,-20805.961931110443,-197.16457073758966,-210.9830011682888,-20805.961931110454
5794,1974,PhD,Married,46374.0,0,1,2014-03-17,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,3,11,1,50,446,18,1,104,1,18,446,5,4,3,543,12,Loyal Customers,5,3,1,23.473684210526315,0.1714285714285714,0.912751677852349,0.046979865771812,3,0.959731543624161,0.3684210526315789,0.3684210526315789,0.5,0,25.6,422.5263157894736,75.0,0,1,1,0,0,0,0,0,0,-5256.103000102536,-151.7521902622068,-5256.103000102536,-151.7521902622068,-227.22190539963748,-5256.103000102499
1456,1979,Graduation,Single,60474.0,0,1,2013-04-01,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,3,11,0,45,1180,31,1,454,25,31,1180,4,5,5,455,14,Champions,3,2,1,36.875,0.0681318681318681,0.2243861134631668,0.2565622353937341,6,0.6790855207451313,0.3125,0.375,0.0,0,32.4,1421.859589041096,91.66666666666666,1,1,0,0,0,0,1,0,1,8893.16670649164,634.5315074200939,8893.16670649164,634.5315074200939,2.8667798507584052,8893.166706491626
4877,1973,Master,Married,38576.0,0,1,2014-03-04,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,51,41,5,1,117,2,5,41,5,1,1,511,7,New Customers,4,3,1,6.833333333333333,0.0423728813559322,0.8095238095238095,0.1666666666666666,2,0.9761904761904762,0.1666666666666666,0.5,0.0,0,6.4,34.166666666666664,33.33333333333333,0,1,0,0,0,1,0,0,0,-13080.725509803087,-526.6140986617822,-13080.725509803087,-526.6140986617822,-89.90828817561317,-13080.725509803116
425,1985,Graduation,Married,55357.0,2,0,2013-02-19,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,3,11,0,39,727,22,2,495,66,22,727,2,4,4,244,10,At Risk,3,4,1,31.60869565217392,0.0443548387096774,0.5137362637362637,0.1593406593406593,6,0.7884615384615384,0.2608695652173913,0.4782608695652174,0.0,0,23.0,943.0649195949971,58.333333333333336,0,1,0,0,0,0,0,0,0,3745.8665379975646,120.16991994853402,3745.8665379975646,120.16991994853402,129.0310771752928,3745.86653799755
3007,1966,Graduation,Together,37758.0,1,1,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,58,40,6,2,633,49,6,40,3,1,1,311,5,Promising,3,4,1,5.714285714285714,0.0094637223974763,0.6585365853658537,0.2439024390243902,4,0.902439024390244,0.1428571428571428,0.4285714285714285,0.0,0,7.6,59.459882583170256,16.666666666666664,0,1,0,0,0,1,0,0,0,-13897.372658780274,-407.06958097910933,-13897.372658780274,-407.06958097910933,270.7173972546634,-13897.372658780296
1031,1989,2n Cycle,Married,85710.0,0,0,2013-05-05,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,3,11,0,35,1062,26,0,420,5,26,1062,5,5,4,554,14,Champions,2,2,0,39.333333333333336,0.0617577197149643,0.5644402634054563,0.3292568203198495,6,0.920978363123236,0.2222222222222222,0.3703703703703703,0.1666666666666666,0,28.4,1176.7671232876712,91.66666666666666,1,1,1,0,0,0,1,0,1,34093.21581956805,-719.6751019488775,34093.21581956805,-719.6751019488775,124.86321461759383,34093.21581956804
4297,1969,Graduation,Together,23228.0,1,0,2014-01-26,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,55,40,7,1,154,71,7,40,2,1,1,211,4,About to Sleep,3,3,1,5.0,0.0451612903225806,0.3170731707317073,0.4390243902439024,5,0.902439024390244,0.25,0.375,0.0,0,8.6,35.0,8.333333333333332,0,1,0,0,0,1,0,0,0,-28412.445643921,171.99464306221125,-28412.445643921,171.99464306221125,-199.05823436987862,-28412.44564392101
807,1969,Master,Together,44602.0,1,1,2014-02-15,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,3,11,0,55,292,17,2,134,35,17,292,4,3,3,433,10,Potential Loyalists,4,4,1,16.22222222222222,0.1259259259259259,0.5699658703071673,0.3037542662116041,4,0.8737201365187713,0.3333333333333333,0.2222222222222222,0.0,0,18.6,275.77777777777777,58.333333333333336,0,1,0,0,1,1,0,2,0,-7040.093730598259,-357.8037252754989,-7040.093730598259,-357.8037252754989,-141.96407613506545,-7040.0937305983025
9553,1987,Graduation,Married,7500.0,0,0,2013-01-09,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,3,11,0,37,15,4,0,536,94,4,15,1,1,1,111,3,Hibernating,3,2,0,3.0,0.0074487895716946,0.0,0.1875,5,0.4375,0.0,0.6,0.0,0,5.2,17.621917808219177,0.0,0,0,0,0,0,1,0,-1,0,-44125.60416350112,896.3838508425708,-44125.60416350112,896.3838508425708,-61.31228639337087,-44125.604163501135
4271,1989,2n Cycle,Together,38683.0,1,0,2012-10-04,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,3,11,0,35,341,17,1,633,80,17,341,1,3,3,133,7,At Risk,2,3,1,18.944444444444443,0.0268138801261829,0.1345029239766081,0.2017543859649122,6,0.5818713450292398,0.2222222222222222,0.3333333333333333,0.0,0,18.4,558.5237442922374,33.33333333333333,0,1,0,0,1,1,0,2,0,-12943.894120697274,191.8403473807166,-12943.894120697274,191.8403473807166,258.27771480972376,-12943.89412069731
4120,1975,2n Cycle,Single,49514.0,1,0,2013-12-17,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,3,11,0,49,369,13,1,194,61,13,369,2,3,3,233,8,Need Attention,2,2,1,26.357142857142858,0.0666666666666666,0.2378378378378378,0.2108108108108108,6,0.6054054054054054,0.4285714285714285,0.2857142857142857,0.0,0,14.4,342.6428571428572,41.66666666666667,0,1,0,0,0,1,0,0,0,-2128.6421976846905,-474.0062976242284,-2128.6421976846905,-474.0062976242284,-70.3913619105158,-2128.6421976847123
2036,1973,PhD,Together,57906.0,0,1,2013-06-11,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,3,11,0,51,401,17,1,383,29,17,401,4,3,3,433,10,Potential Loyalists,5,3,1,22.27777777777778,0.0442708333333333,0.6044776119402985,0.2960199004975124,6,0.9253731343283582,0.2222222222222222,0.4444444444444444,0.0,0,17.8,397.3989345509893,58.333333333333336,0,1,0,0,0,1,0,0,0,6259.346173328246,-724.1335131434364,6259.346173328246,-724.1335131434364,102.33441907810209,6259.346173328224
115,1966,Master,Single,43456.0,0,1,2013-03-26,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,3,11,0,58,393,17,1,460,0,17,393,5,3,3,533,11,Potential Loyalists,4,2,1,21.83333333333333,0.0368763557483731,0.6979695431472082,0.1725888324873096,6,0.934010152284264,0.2777777777777778,0.4444444444444444,0.0,0,18.0,467.7716894977168,66.66666666666666,0,1,0,0,0,1,0,0,0,-8173.510901770736,-13.681554219481768,-8173.510901770736,-13.681554219481768,65.2869038614939,-8173.510901770744
4259,1986,Master,Single,19485.0,2,0,2013-09-24,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,38,10,4,2,278,80,4,10,1,1,1,111,3,Hibernating,4,3,1,2.0,0.014336917562724,0.5454545454545454,0.3636363636363636,2,0.9090909090909092,0.2,0.4,0.0,0,5.4,8.0,0.0,0,1,0,0,0,1,0,0,0,-32153.86783720077,308.26668972388586,-32153.86783720077,308.26668972388586,-133.0564747739794,-32153.867837200778
8687,1978,Graduation,Together,53172.0,0,1,2013-05-06,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,3,11,0,46,486,16,1,419,54,16,486,3,3,3,333,9,Need Attention,3,3,1,28.58823529411765,0.0380952380952381,0.2484599589322381,0.1848049281314168,6,0.5728952772073922,0.1176470588235294,0.4705882352941176,0.0,0,16.6,525.0836422240129,50.0,0,1,0,0,0,1,0,0,0,1536.7017551127137,-366.05208128142385,1536.7017551127137,-366.05208128142385,101.9217029870747,1536.701755112692
2447,1979,Graduation,Together,30545.0,1,0,2012-10-17,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,3,11,0,45,69,7,1,620,71,7,69,2,1,2,212,5,About to Sleep,3,3,1,8.625,0.0112721417069243,0.0571428571428571,0.2142857142857142,6,0.5428571428571428,0.25,0.375,0.0,0,8.4,102.55479452054794,16.666666666666664,0,1,0,0,0,1,0,0,0,-21100.192518289605,-28.131834763800043,-21100.192518289605,-28.131834763800043,197.0269069742269,-21100.192518289634
10140,1983,PhD,Together,70123.0,0,0,2013-09-28,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,3,11,0,41,1727,17,0,274,27,17,1727,4,3,5,435,12,Potential Loyalists,5,2,0,95.94444444444444,0.0618181818181818,0.7569444444444444,0.2291666666666666,3,0.9994212962962964,0.2777777777777778,0.2222222222222222,0.3333333333333333,0,21.6,1631.0555555555554,75.0,1,1,1,0,0,0,1,0,1,18576.36998489962,1062.997474308311,18576.36998489962,1062.997474308311,-541.5405357398129,18576.369984899604
9353,1959,Graduation,Single,62450.0,0,1,2014-01-06,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,3,11,0,65,995,16,1,174,61,16,995,2,3,4,234,9,At Risk,3,2,1,58.52941176470589,0.0914285714285714,0.5170682730923695,0.2680722891566265,6,0.8473895582329317,0.2941176470588235,0.2352941176470588,0.1666666666666666,0,18.6,936.470588235294,50.0,0,1,1,0,0,0,0,0,0,10846.74611555862,45.49273808657858,10846.74611555862,45.49273808657858,-280.5399725481045,10846.746115558635
3623,1976,Graduation,Together,21675.0,1,0,2014-06-11,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,3,11,0,48,45,10,1,18,55,10,45,3,2,1,321,6,Promising,3,3,1,4.090909090909091,0.5263157894736842,0.0869565217391304,0.3478260869565217,5,0.8043478260869565,0.3636363636363636,0.2727272727272727,0.0,0,11.4,40.90909090909091,25.0,0,1,0,0,0,1,0,0,0,-29963.424532385212,231.7852136665208,-29963.424532385212,231.7852136665208,-306.06457826325027,-29963.424532385226
738,1981,2n Cycle,Single,42395.0,1,1,2014-04-04,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,3,11,0,43,182,12,2,86,35,12,182,4,3,2,432,9,Potential Loyalists,2,3,1,14.0,0.1379310344827586,0.2622950819672131,0.3114754098360656,6,0.7049180327868853,0.2307692307692307,0.3076923076923077,0.0,0,13.4,168.0,50.0,0,1,0,0,1,1,0,2,0,-9254.637388993702,-470.9226653826447,-9254.637388993702,-470.9226653826447,-134.75709861057368,-9254.637388993724
7631,1978,Master,Together,61346.0,1,0,2013-10-06,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,3,11,0,46,989,23,1,266,34,23,989,4,5,4,454,13,Champions,4,3,1,41.208333333333336,0.0861423220973782,0.5676767676767677,0.1696969696969697,6,0.7808080808080808,0.2083333333333333,0.4166666666666667,0.0,0,23.6,947.7916666666669,83.33333333333334,0,1,0,0,0,0,0,0,0,9743.82126028488,109.49904686184641,9743.82126028488,109.49904686184641,-208.24295799793816,9743.821260284858
4789,1953,Graduation,Together,80812.0,0,0,2013-09-17,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,3,11,0,71,1677,18,0,285,95,18,1677,1,4,5,145,10,Cannot Lose Them,3,2,0,88.26315789473684,0.0629370629370629,0.4582836710369487,0.2979737783075089,6,0.8814064362336115,0.2105263157894736,0.2631578947368421,0.5,0,24.4,1588.7368421052631,58.333333333333336,1,0,1,0,0,0,1,3,1,29245.120950873345,395.6032838780658,29245.120950873345,395.6032838780658,-346.9650903583612,29245.120950873345
773,1971,Master,Divorced,42835.0,1,1,2013-06-30,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,3,11,0,53,595,23,2,364,64,23,595,2,5,3,253,10,Others,4,3,1,24.791666666666668,0.0630136986301369,0.6359060402684564,0.1560402684563758,6,0.8120805369127517,0.25,0.1666666666666666,0.0,0,24.2,570.2083333333334,58.333333333333336,0,1,0,0,0,1,0,0,0,-8779.764573641427,285.86044706177177,-8779.764573641427,285.86044706177177,-133.31577449552634,-8779.764573641442
10602,1983,Graduation,Married,39922.0,1,0,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,3,11,0,41,156,9,1,500,30,9,156,4,2,2,422,8,Potential Loyalists,3,3,1,15.6,0.0179640718562874,0.1847133757961783,0.375796178343949,6,0.6815286624203821,0.3,0.4,0.0,0,10.6,192.3287671232877,41.66666666666667,0,1,0,0,0,1,0,0,0,-11725.867771154852,-315.5642985274976,-11725.867771154852,-315.5642985274976,161.0444530092052,-11725.867771154859
1446,1956,Master,Single,86424.0,0,0,2014-04-05,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,3,11,0,68,1226,28,0,85,12,28,1226,5,5,5,555,15,Champions,4,1,0,42.27586206896552,0.3255813953488372,0.3154034229828851,0.4637326813365933,6,0.8516707416462918,0.2068965517241379,0.4137931034482758,0.0,0,28.2,1183.7241379310344,100.0,1,1,0,0,0,0,1,0,1,34813.86576875999,-661.8878712528474,34813.86576875999,-661.8878712528474,-220.00404856028524,34813.86576875998
3270,1978,2n Cycle,Together,17117.0,1,0,2013-01-17,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,3,11,0,46,128,11,1,528,96,11,128,1,2,2,122,5,At Risk,2,3,1,10.666666666666666,0.0207939508506616,0.0930232558139534,0.2945736434108527,6,0.6201550387596899,0.25,0.25,0.0,0,12.8,169.73150684931508,16.666666666666664,0,0,0,0,1,1,0,4,0,-34508.71604281651,676.436990912445,-34508.71604281651,676.436990912445,-6.816072874399083,-34508.71604281651
